분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,기동화력무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소",,"3,636,328,000천원",차륜형장갑차,전술교량-Ⅱ Block-Ⅰ(R&D),"13,130,000천원",상륙돌격장갑차-Ⅱ(R&D),"1,000천원",장갑형의무후송차량(R&D),"52,000천원",사단급대포병탐지레이더(R&D),"7,001,000천원",차륜형장갑차 성능개량(R&D),"560,000천원",레이저폭발물제거장비(R&D),"5,880,000천원",40mm고속유탄기관총-Ⅱ(R&D),"100,000천원",155mm정밀유도포탄(R&D),"79,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,3636328000,77.0,B급_간접관련
,함정무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소",,"2,239,163,000천원",장애물개척전차,구축함(KDDX) 전투체계(R&D),"63,644,000천원",구축함(KDDX) 소나체계(R&D),"17,094,000천원",544),2천원,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2239163000,77.0,B급_간접관련
,항공무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소 등",,"4,771,698,000천원",합동해안양륙군수지원체계,검독수리-B Batch-Ⅰ,"12,635,000천원",항공기 연구개발,"934,013,000천원",울산급 Batch-Ⅲ,"415,317,000천원",한국형구축함(KDDX),"80,700,000천원",광개토-Ⅲ Batch-Ⅱ,"395,674,000천원",검독수리-B Batch-Ⅱ,"312,112,000천원",대형수송함(LPX),2천원,고속상륙정,2천원,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,4771698000,77.0,B급_간접관련
,항공무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소",,"2,568,001,000천원",기초비행훈련용헬기,보라매(R&D),"839,876,000천원",상륙공격헬기(R&D),"16,486,000천원",KUH-1비행훈련시뮬레이터(R&D),"43,000천원",소해헬기(R&D),"70,608,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2568001000,77.0,B급_간접관련
,유도무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소",,"2,117,745,000천원",전술함대지유도탄(수직형),장거리공대지유도탄,2천원,130mm유도로켓-II(R&D),"33,549,000천원",경어뢰-II(R&D),"4,239,000천원",전술지대지유도무기-Ⅱ(R&D),"55,450,000천원",장사정포요격체계(R&D),"120,130,000천원",단거리 공대공유도탄-Ⅱ(R&D),"49,981,000천원",함대공유도탄-Ⅱ(R&D),"38,985,000천원",함대지탄도유도탄(R&D),"58,170,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2117745000,77.0,B급_간접관련
,"정부혁신추진 및 확산, 행정제도 및 문화개선사업 지원, 국제교류 협력, 각 부처의 민원제도개선",계속사업,Y,N,N,N,N,N,N,국가,,"791,217,000천원",행정생산성향상지원,행정생산성향상지원,"236,000천원",정부혁신국제네트워크강화및대외신인도제고,"503,000천원",UN거버넌스센터지원(ODA),"2,756,000천원",민원제도및서비스개선,"733,000천원",정보공개활성화,"2,391,000천원",정부혁신추진 및 확산,"4,464,000천원",온라인 청원 시스템(정보화),"569,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,791217000,77.0,B급_간접관련
,DNA 감식기법 등 법과학 8대 전문분야 감정 기법 연구개발,계속사업,Y,Y,N,N,N,N,Y,국가,17.28억원,"1,399,717,000천원",안전점검 및 재,중장기과학수사감정기법연구개발(R&D),"5,439,000천원",안전점검 및 재,"15,934,000천원",467) 관(부문),025천원,재난관리,"1,399,717,000천원",000 2600 안전관리,"47,644,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1399717000,77.0,B급_간접관련
,주요 현안 관련 정책개발,계속사업,Y,N,N,N,N,N,N,국가,,"6,566,470,000천원",정책연구개발,정책연구개발,"380,000천원",처내행정지원,"1,261,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,6566470000,77.0,B급_간접관련
,"저작권 유통 지원, 저작권 기술 지원(정보화, RD 등)",계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한국콘텐츠진흥원",,"200,149,000천원",저작권 유통 지원 및 이용활성화,저작권 유통 지원 및 이용활성화,"7,090,000천원",미디어산업육성,"31,676,000천원",국가디지털콘텐츠식별체계구축(정보화),"1,016,000천원",저작권 정보관리 및 서비스(정보화),"1,782,000천원",저작권 보호 및 이용활성화 기술개발(R&D),"1,124,000천원",선도형 저작권 핵심 기술개발(R&D),"5,000,000천원",글로벌 저작권 현안 신속 대응(R&D),"14,198,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,200149000,77.0,B급_간접관련
,학사행정정보화 및 사이버교육운영,계속사업,Y,N,N,N,N,N,N,국가,,"339,405,000천원",농식품공무원교육원교육운영,농식품공무원교육원교육운영,"3,006,000천원",농식품공무원교육원수입대체경비,"450,000천원",농식품공무원교,"534,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,339405000,77.0,B급_간접관련
,민간연구개발 과제를 위탁받아 수행,계속사업,Y,N,N,N,Y,N,N,국가,,"258,031,000천원",원예특작연구(책,민간연구개발지원(R&D),"25,000천원",원예특작연구(책,"117,623,000천원",893) 농축산물 경쟁력 제,"258,031,000천원",319),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,258031000,77.0,B급_간접관련
,가스안전기술개발 및 체계적 추진,계속사업,N,Y,Y,Y,N,N,Y,"지자체, 한국가스안전공사 등",30억원,"517,167,000천원",한국가스안전공사지원,한국가스안전공사지원,"93,021,000천원",수소시설안전관리강화,"918,000천원",LPG용기사용가구 시설개선,"3,466,000천원",에너지복지지원,"517,167,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,민간보조,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,517167000,77.0,B급_간접관련
,"일터혁신 상생컨설팅 서비스를 제공하여 장시간 근로개선, 임금격 차 해소, 고용문화 개선 등에 기여",계속사업,Y,N,Y,N,N,N,N,"국가, 노사발전재단",,"106,737,000천원",일터혁신 상생컨설팅,일터혁신 상생컨설팅,"42,456,000천원",근로조건보호,"10,907,000천원",566) 근로조건보호및복지,"106,737,000천원",000 증진,1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,106737000,77.0,B급_간접관련
,유가보조금관리시스템의 유지보수,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",071.37억원,"975,935,000천원",유가보조금관리시스템운영(정보화),유가보조금관리시스템운영(정보화),"1,569,000천원",대중교통체계구,"742,623,000천원",4900 대중교통육성,"975,935,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,975935000,77.0,B급_간접관련
,혁신도시건설에 따른 공공기관 이전지원,계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",71.58억원,"162,433,000천원",관유물대여료,혁신도시 건설지원,"5,158,000천원",회계기금간예수,"145,478,000천원",혁신도시정주여건개선및활성화지원,"3,506,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,162433000,77.0,B급_간접관련
,중소기업의 기술개발 지원,계속사업,N,N,N,Y,N,Y,N,중소기업기술정보진흥원 등,,"8,785,000천원",중소기업정보화,중소기업기술혁신개발(R&D),"494,242,000천원",창업성장기술개발(R&D),"786,419,000천원",스마트 제조혁신 기술개발사업(R&D),"23,326,000천원",중소기업기술정보진흥원 기획평가관리비(일반)(R&D),"39,803,000천원",중소기업정보화,"200,000천원",디지털기반중소제조산재예방기술개발(R&D),"7,700,000천원",중소기업 수출 핵심품목 탄소감축 기술개발(R&D),"5,000,000천원",민관공동기술사업화(R&D),"129,912,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,중소벤처기업부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[28]2026년도 성과계획서_중소벤처기업부.pdf,No,,0.0,0,,0.0,0,8785000,76.8,B급_간접관련
,과학기술정보통신정책 추진을 지원하기 위한 부내정보시스템,계속사업,N,N,Y,Y,N,N,N,한국과학기술정보연구원,,"56,576,000천원",과학기술정보보호사업(정보화),과학기술정보보호사업(정보화),"3,481,000천원",콘텐츠 진흥,"25,164,000천원",장(분야),060천원,문화및관광,"56,576,000천원",000 관(부문),061천원,문화예술,"56,576,000천원",000 1100 콘텐츠방송산업육성,"51,876,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"민간보조, 출연",과학기술정보통신부,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,Yes,과학기술문화창달사업,10.823,10823,불일치,5127.39,170,56576000,72.8,B급_간접관련
,국민의 일상생활에 영향을 미치는 문제 해결을 위한 연구개발,계속사업,N,N,N,Y,N,N,N,한국연구재단,,"63,067,000천원",재난재해대응기,Net-zero 대응 미세먼지저감 기술개발(R&D),"1,540,000천원",첨단기술을 활용한 사회문제해결 실증확산 지원(R&D),"2,625,000천원",재난재해대응기,"8,725,000천원",공공행정서비스혁신기술개발(R&D),"11,054,000천원",불법마약류 대응을 위한 현장기술 개발(R&D),"1,872,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,63067000,72.8,B급_간접관련
,에너지수요관리 핵심기술개발,계속사업,N,N,N,Y,N,N,N,한국에너지기술평가원 등,,"68,752,000천원",에너지공급기술,에너지수요관리핵심기술개발(R&D),"194,829,000천원",액화수소(LH2)인수기지핵심설비및시설안전기술개발(R&D),"7,100,000천원",에너지공급기술,"29,253,000천원",장거리고압수소배관망고안전성확보및AI기반안전관리기술개,"4,000,000천원",수용가전기설비원격점검및디지털안전기술개발(R&D),"4,000,000천원",천연가스배관망수소혼입안전성검증및안전기술개발(R&D),"3,500,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,산업통상자원부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,Yes,에너지수요기술,213.429,213429,불일치,222.13,373,68752000,72.8,B급_간접관련
,자원개발 성과 극대화를 위한 기술력 향상,계속사업,N,N,N,Y,N,N,N,한국에너지기술평가원,,"68,752,000천원",자원안보를위한고부가가치한국형텅스텐전주기기술개발및,저품위산화광대상니켈원료제조공정기술개발(R&D),"4,950,000천원",국제협력,"52,113,000천원",신산업맞춤형핵심광물개발활용기술개발(R&D),"3,000,000천원",자원안보를위한고부가가치한국형텅스텐전주기기술개발및,"4,000,000천원",공급망안정화를위한국내타이타늄최적화기술개발(R&D),"4,943,000천원",차세대친환경바이오연료생산기술개발(R&D),"3,900,000천원",저품위염호대상리튬추출및소재화기술개발(R&D),"4,860,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,산업통상자원부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,68752000,72.8,B급_간접관련
,교통혼잡 및 물류비용 개선 기술개발,계속사업,N,N,N,Y,N,N,N,국토교통과학기술진흥원 등,,"90,639,000천원",워킹쓰루교통결제시스템표준및서비스실용화기술개발사업(,자율주행기술개발혁신사업(R&D),"41,977,000천원",고부가가치융복합물류배송인프라혁신기술개발사업(R&D),"15,552,000천원",물류시설화재안전성및위험도관리기술개발(R&D),"4,485,000천원",자동차전용도로주행이가능한저상좌석버스표준모델개발(R&,"4,514,000천원",암호화사이버위협대응기술개발사업(R&D),"2,500,000천원",운전자페달오조작방지및평가기술개발(R&D),"2,600,000천원",자율주행글로벌혁신클러스터연구개발사업(R&D),"3,400,000천원",사용후배터리안전관리및재제조유통순환기술개발사업(R&D),"6,000,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국토교통부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,90639000,72.8,B급_간접관련
,"외교환경 대응, 외교정책 개발, 외교현안 조사연구를 목적으로 수행하는 정책연구 용역사업",계속사업,Y,N,N,N,N,N,N,국가,,"20,836,000천원",정책연구개발,정책연구개발,"338,000천원",579),7천원,외교활동 업무지,"20,836,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,20836000,72.60000000000001,B급_간접관련
,"전자정부 웹사이트 이용환경 개선 및 정보자원 관리 기반 확충, 디지털서비스 개방 등",계속사업,Y,N,N,Y,N,N,N,"국가, 한국지능정보사회진흥원 등",,"10,273,000천원",정보자원관리지원(정보화),정보자원관리지원(정보화),"3,973,000천원",디지털서비스 개방(정보화),"7,143,000천원",범정부 인공지능 공통기반 구현(정보화),"7,371,000천원",공공부문 AI 서비스 지원(정보화),"20,608,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,10273000,72.60000000000001,B급_간접관련
