분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,"부동산 관련 정보체계 구축, 운영",계속사업,Y,Y,N,Y,N,N,Y,국가,70억원,"215,454,000천원",토지종합정보시스템운영(정보화),토지종합정보시스템운영(정보화),"7,718,000천원",주택행정정보시스템운영(정보화),"7,335,000천원",부동산종합정보시스템운영(정보화),"8,318,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,215454000,88.0,B급_간접관련
,국대도건설사업의 추진을 위한 지원 (설계비 등),계속사업,Y,N,N,N,N,N,N,국가,,"2,615,817,000천원",시관내국도대체우회도로건설지원,시관내국도대체우회도로건설지원,"2,805,000천원",시관내국도대체,"109,669,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2615817000,88.0,B급_간접관련
,시관내 국도의 교통정체를 해소하여 국도의 간선기능 확보,계속사업,Y,N,N,N,N,N,N,국가,,"2,615,817,000천원",도로안전 및 환,용진-우아국대도건설,"48,246,000천원",도로안전 및 환,"1,085,329,000천원",봉정-방문국대도건설,"17,000,000천원",서수-평장국대도건설,"44,423,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2615817000,88.0,B급_간접관련
,노후훼손된 도로의 포장 및 위험 비탈면 정비 등 국도 일상적 유 지관리,계속사업,Y,N,N,N,N,N,N,국가,,"240,346,000천원",도로유지보수,도로유지보수,"865,886,000천원",도로병목지점 개,"240,346,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,240346000,88.0,B급_간접관련
,"국도 교차로개선, 오르막차로 등 단구간 소규모 예산 투자로 병목 구간 해소",계속사업,Y,Y,Y,N,N,N,Y,국가,30억원,"122,077,000천원",도로병목지점 개선,도로병목지점 개선,"240,346,000천원",첨단도로교통체,"122,077,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,122077000,88.0,B급_간접관련
,지능형교통체계(ITS) 전국 확대,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",30억원,"101,973,000천원",첨단도로교통체계,첨단도로교통체계,"122,077,000천원",도로건설 및 관,"2,643,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,101973000,88.0,B급_간접관련
,"도로의 정책수립 및 체계적인 건설, 효율적 도로의 유지관리를 위 한 연구용역 시행",계속사업,Y,N,N,N,N,N,N,국가,,"101,973,000천원",도로건설 및 관리 종합연구,도로건설 및 관리 종합연구,"2,643,000천원",위험도로개선,"101,973,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,101973000,88.0,B급_간접관련
,민간투자사업 운영수입 보장 지원 및 건설중인 민간투자사업의 용 지보상비 지원,계속사업,Y,Y,Y,N,N,N,Y,"국가, 민간",157.58억원,"216,089,000천원",민자도로운영지원,민자도로운영지원,"185,454,000천원",광역도로,"15,758,000천원",민자도로건설지원,"275,836,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,216089000,88.0,B급_간접관련
,"첨단 우주부품 개발 지원 등을 통해 산업생태계 기반 마련, 우주 위험대비 및 대응 등",계속사업,Y,N,N,Y,N,N,N,"국가, 한국항공우주연구원 등",,"10,989,000천원",민간우주항공산업생태계조성,우주위험대응체계구축(R&D),"10,500,000천원",우주물체능동제어선행기술개발(R&D),"18,800,000천원",스페이스파이오니어사업(R&D),"17,192,000천원",국산소자부품우주검증지원(R&D),"2,500,000천원",인공위성활용지,"10,989,000천원",우주국제협력기반조성(R&D),"2,050,000천원",위성정보빅데이터활용지원체계개발(R&D),"4,680,000천원",민간우주항공산업생태계조성,"900,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,10989000,85.80000000000001,B급_간접관련
,현업 적용 가능한 기상업무지원 기술개발 연구,계속사업,Y,N,N,N,N,N,N,국가,,"22,662,000천원",기상연구시스템(정보화),기상업무지원기술개발연구(R&D),"34,801,000천원",국제기상협력 및,"6,919,000천원",기상연구시스템(정보화),"227,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,22662000,85.80000000000001,B급_간접관련
,"지역연구인력양성, 지역특성화기술개발지원",계속사업,N,Y,N,Y,N,N,Y,국토교통과학기술진흥원,253.47억원,"28,437,000천원",환승체계구축(지,지역도심융합기술연구개발사업(R&D),"5,000,000천원",도시BRT(지특),"25,347,000천원",4500 광역교통정책,"28,437,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",국토교통부,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,28437000,85.8,B급_간접관련
,행정업무정보화 지원,계속사업,Y,Y,N,Y,N,N,Y,"국가, 한국교육학술정보원 등",336.5억원,"100,350,730,000천원",교육정보보호사업(정보화),교육정보보호사업(정보화),"11,069,000천원",교육급여,"171,058,000천원",행정업무정보화 지원(정보화),"1,867,000천원",교육시설 통합정보망 구축(정보화),"1,501,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",교육부,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,매칭가능,[11]2026년도 성과계획서_교육부.pdf,No,,0.0,0,,0.0,0,100350730000,84.0,B급_간접관련
,"국가유산 보존관리 정책강화, 국유유산관리, 국가유산콘텐츠개발보 급, 국가유산 기술개발 등",계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 국립문화유산연구원 등",2.99억원,"1,253,919,000천원",면허료및수수료,국가유산보존관리정책강화,"62,126,000천원",국유유산관리,"3,138,000천원",국가유산안전체,"2,323,000천원",국가유산콘텐츠개발보급,"6,219,000천원",기후변화 대응 국가유산 보존관리 기술개발(R&D),"9,591,000천원",국가유산 지능형 첨단보존 기술개발(R&D),"4,420,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",문화체육관광부,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(3자),매칭가능,[19]2026년도 성과계획서_문화체육관광부.pdf,No,,0.0,0,,0.0,0,1253919000,84.0,B급_간접관련
,"지역혁신클러스터 육성, 시도간 협력산업 및 사회적경제 활성화 지원 등을 통해 지역경제 활성화 촉진",계속사업,N,Y,N,Y,N,N,Y,지자체,0.27억원,"15,964,000천원",에너지이용합리,지역혁신클러스터육성(R&D)(제주),"4,925,000천원",지역산업거점기 -,"2,751,000천원",000 관지원 완료사업 제주특별자치도계정 세 출 합 계,"15,964,000천원",000 -,90천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,15964000,84.0,B급_간접관련
,"국가유공상이자 등의 이동권 보장을 위한 버스, 고속철도, 내항여 객선 이용보조",계속사업,Y,N,Y,N,Y,N,N,민간,,"728,296,000천원",교통시설이용지원,교통시설이용지원,"21,776,000천원",의료지원,"728,296,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 민간보조, 위탁",민간,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),매칭어려움,,No,,0.0,0,,0.0,0,728296000,80.0,B급_간접관련
,농식품통합정보체계 구축으로 업무 효율화,계속사업,Y,N,Y,N,N,N,N,민간,,"1,522,538,000천원",농식품통합정보체계구축(정보화),농식품통합정보체계구축(정보화),"3,875,000천원",농업농촌알리기,"7,123,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,민간,대규모(1000억원 이상),인프라/건설,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,1522538000,80.0,B급_간접관련
,수산물 유통경로 개선 등 추진,계속사업,Y,Y,Y,N,N,N,Y,지자체,128억원,"72,234,000천원",산지유통시설지원,산지유통시설지원,"6,390,000천원",내수면어업(지역,"11,350,000천원",부산공동어시장 현대화,"10,000,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,72234000,80.0,B급_간접관련
,도시철도망 확충 및 균형발전을 위한 신교통수단(경전철 시스템) 도입,계속사업,Y,Y,N,N,N,N,Y,지자체,698.47억원,"977,504,000천원",동북선경전철건설,동북선경전철건설,"54,800,000천원",자동차전산망(정 -,"233,000천원",운수행정정보화(,"1,569,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,지자체,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,977504000,80.0,B급_간접관련
,"대도시권의 교통난을 해소하기 위하여, 도시를 우회할 수 있는 순 환도로 체계 구축",계속사업,N,Y,N,N,N,N,Y,지자체,346.41억원,"617,581,000천원",기타이자수입및재,혼잡도로 건설,"134,641,000천원",국가지원지방도,"285,716,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,617581000,80.0,B급_간접관련
,"대도시권의 교통난을 해소하기 위하여, 도시를 우회할 수 있는 순 환도로 체계 구축",계속사업,N,Y,N,N,N,N,Y,지자체,857.15억원,"285,716,000천원",혼잡도로 건설,혼잡도로 건설,"134,641,000천원",국가지원지방도,"285,716,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,285716000,80.0,B급_간접관련
,"관세행정 정보환경 구축 및 관리, 전자통관시스템 수출지원 사업",계속사업,Y,N,N,Y,N,N,N,"국가, 한국관세정보원",,"28,356,000천원",관세행정정보관리(정보화),관세행정정보관리(정보화),"63,129,000천원",전자통관시스템 수출지원,"287,000천원",관세행정연구개,"4,943,000천원",한국관세정보원 지원(출연),"12,717,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,28356000,79.2,B급_간접관련
,해양생태계 체계적 보전 이용 관리,계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체 6. 지방비매칭  26억원",26억원,"39,734,000천원",해양생태계 조사 및 관리,해양생태계 조사 및 관리,"11,284,000천원",해양공간 통합관리,"4,490,000천원",해양환경개선 및,"39,734,000천원",우수해양생태계 보호,"26,412,000천원",해양 기후변화 감시예측 통합관리체계 구축,"2,600,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),운영/관리,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,39734000,79.2,B급_간접관련
,해양환경 기초자료 확보 및 해양환경 기준 수립을 통한 체계적 해 양 관리,계속사업,Y,N,N,Y,N,N,N,국가,,"32,315,000천원",해양환경국제협력,해양환경국제협력,"2,670,000천원",해양환경 감시체계 구축 운영,"21,421,000천원",해양생물자원관,"32,315,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,국가기관,대규모(1000억원 이상),운영/관리,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,32315000,79.2,B급_간접관련
,수산물 수출 확대 지원,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",600억원,"74,221,000천원",수산물해외시장개척,수산물해외시장개척,"78,198,000천원",수산물유통개선(,"11,295,000천원",3000 수산물 유통 및 안전,"74,221,000천원",000 관리,1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,74221000,79.2,B급_간접관련
,"어업인 자율의 수산자원관리, 육성 지원",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",40억원,"73,995,000천원",자율관리어업육성,자율관리어업육성,"7,794,000천원",수산자원조성,"73,995,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,73995000,79.2,B급_간접관련
,조달금리와 수산정책금리 차액 이자 지원,계속사업,Y,N,N,N,N,Y,N,국가,,"55,522,000천원",수산금융자금이차보전,수산금융자금이차보전,"108,379,000천원",수산행정정보화(,"1,070,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,55522000,79.2,B급_간접관련
,농촌진흥사업 정보화 인프라 구축 운영 및 지방정보화 지원,계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",6.44억원,"13,746,000천원",농업기술정보화(정보화),농업기술정보화(정보화),"6,823,000천원",농업기술정보네트워크운영(정보화),"6,003,000천원",농가경영지원(일,"13,746,000천원",농업과학기반연구정보화(정보화),"2,720,000천원",작물연구정보화(정보화),"930,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,13746000,79.2,B급_간접관련
,지방의료원국립병원 등 정보화지원 및 지역보건의료 정보시스템 구축운영지원 등,계속사업,Y,N,Y,N,N,N,N,"국가, 민간",,"21,261,000천원",국립병원 정보화(정보화),국립병원 정보화(정보화),"3,142,000천원",운영(정보화),"1,136,000천원",공공보건의료지,"8,115,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,21261000,79.2,B급_간접관련
,ICT 기반의 차세대 융복합 콘텐츠 기술개발,계속사업,N,N,N,Y,N,N,N,정보통신기획평가원,,"39,144,000천원",전파방송산업 활,실감콘텐츠핵심기술개발(R&D),"26,712,000천원",전파방송산업 활,"4,700,000천원",1600 정보통신방송기반조,"4,700,000천원",000 성,1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,39144000,78.0,B급_간접관련
,용융염원자로 원천기술 등 원자력기술 개발,계속사업,Y,N,N,Y,N,N,N,한국연구재단,,"22,230,000천원",원자력평화적이,용융염원자로(MSR) 원천기술개발사업(R&D),"7,548,000천원",원자력평화적이,"22,230,000천원",000 용체제구축 -,130천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,22230000,78.0,B급_간접관련
,전통발효식품육성 등 식품산업육성,계속사업,N,Y,N,N,N,N,Y,지자체,10억원,"19,668,000천원",그린바이오산업인프라구축(제주),그린바이오산업인프라구축(제주),"700,000천원",전통발효식품육성(제주),"9,000천원",제주특별자치도계정 세 출 합 계,"19,668,000천원",000 -,357천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,19668000,78.0,B급_간접관련
,"극지, 대양에서의 특성화된 연구를 통한 과학기술 발전 및 극한지 자원 활용 기반 구축",계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"31,283,000천원",급격한 남극빙상 용융에 따른 근미래 전지구 해수면 상승,극지 해양환경 및 해저조사 연구사업(R&D),"7,770,000천원",쿠로시오해류로인한한반도해양위기대응기술개발(R&D),"2,500,000천원",급격한 남극빙상 용융에 따른 근미래 전지구 해수면 상승,"4,541,000천원",기후변화예측력향상을위한대양연구(R&D),"5,880,000천원",남극해 급격한 온난화 대응 남극 해빙 예측 기술 개발(R&,"3,360,000천원",아열대 해양환경 적응 시나리오 개발 대응책 및 활용 체,"2,300,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,31283000,78.0,B급_간접관련
,해양수산 연구 개발사업의 기획평가관리 및 국제협력 지원,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"27,635,000천원",해양아쿠아포닉스기반 에너지절감형 육상양식시스템 구축,해양수산과학기술진흥원 운영지원(R&D),"7,917,000천원",해양수산과학기술진흥원 기획평가관리(R&D),"17,515,000천원",수산연구개발(R,"27,635,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,27635000,78.0,B급_간접관련
,물류 경쟁력 강화 및 스마트항만 운영 개발,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"40,067,000천원",해양안전기술개,순환적응형연안침식관리기술개발(R&D),"4,000,000천원",스마트항만기술산업경쟁력강화핵심기술개발(R&D),"9,400,000천원",자율주행차 해상수출입서비스 기술개발(R&D),"1,400,000천원",해양안전기술개,"10,635,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,40067000,78.0,B급_간접관련
,공동활용 연구기반시설 조성 및 기술개발,계속사업,N,Y,N,Y,N,N,Y,한국산업기술기획평가원,16억원,"15,513,000천원",섬유패션생활용,지역전략산업기반고도화(R&D),"11,000,000천원",섬유패션생활용,"1,680,000천원",3500 주력산업진흥,"15,513,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 출연, 지방비매칭",산업통상자원부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,Yes,섬유패션생활용품산업육성,22.008,22008,불일치,604.88,71,15513000,78.0,B급_간접관련
,"정책연구개발, 대외활동강화 등을 통한 경쟁정책 추진사업",계속사업,Y,N,N,N,N,N,N,국가,,"609,684,000천원",기타재산이자수입,정책연구개발사업,"349,000천원",대외활동 강화,"435,000천원",카르텔대응강화,"1,521,000천원",개도국기술 지원(ODA),"56,000천원",공정거래 조사지원 운영,"1,877,000천원",디지털포렌식센터 운영(정보화),"942,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,609684000,77.0,B급_간접관련
,금융정보분석원 정보화 지원,계속사업,Y,N,Y,N,N,N,N,국가,,"970,806,000천원",금융관련국제협,FIU전산망구축운영(정보화),"4,801,000천원",금융관련국제협,"870,000천원",083) 금융산업글로벌화,"870,000천원",083),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,970806000,77.0,B급_간접관련
,정보화 사업 지원,계속사업,Y,N,N,Y,N,N,N,국가,,"2,498,794,000천원",금융위정보시스템운영(정보화),금융위정보시스템운영(정보화),"2,189,000천원",금융공공데이터 개방 및 이용활성화 사업(정보화),"1,290,000천원",자본시장조사인프라 운영(정보화),"286,000천원",금융위 대표 홈페이지 운영 및 유지보수(정보화),"117,000천원",금융행정지원,"27,974,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2498794000,77.0,B급_간접관련
,"국고업무 관리, 정부결산 및 국채시장 관리, 혁신조달지원 등",계속사업,Y,N,N,Y,N,N,N,국가,,"110,000,000천원",국고업무관리,국고업무관리,"274,000천원",국채시장관리 및 국제화,"333,000천원",국유재산관리,"621,000천원",혁신조달지원,"287,000천원",국채관리시스템 구축(정보화),"456,000천원",공공기관 결산 시스템 고도화(정보화),"315,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,110000000,77.0,B급_간접관련
,"품질검사 시험장비 구입, 공공혁신조달사업",계속사업,Y,N,N,N,N,N,N,국가,,"495,706,000천원",공무원연금기금 전출(공무원연금부담금),조달물자 구매 및 관리지원(자본),"82,706,000천원",기본경비(자본),"964,000천원",7100 조달행정지원,"10,553,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,495706000,77.0,B급_간접관련
,중앙교육연수원 연수지원,계속사업,Y,N,N,Y,N,N,N,국가,,"71,674,180,000천원",중앙교육연수원 원격연수지원 시스템 운영(정보화),중앙교육연수원 원격연수지원 시스템 운영(정보화),"332,000천원",중앙교육연수원 연수생 교육훈련지원(수입대체),"2,572,000천원",한국교육학술정,"34,430,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,국가기관,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,71674180000,77.0,B급_간접관련
,국제사회 정보화선도 및 국가위상을 강화하기 위해 지원하는 사업,계속사업,Y,N,N,Y,N,N,N,"국가, 한국지능정보사회진흥원",,"260,750,000천원",국제기구를 통한 정보화분야 해외진출지원(정보화),국제IT협력프로젝트운영(정보화),"607,000천원",국제기구를 통한 정보화분야 해외진출지원(정보화),"194,000천원",지능정보화의 효율적 관리 및 지원(정보화),"2,866,000천원",산하기관운영지,"44,868,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,260750000,77.0,B급_간접관련
,전파이용질서 확립 및 고품질의 전파이용서비스 제공,계속사업,Y,N,Y,Y,N,N,N,국가,,"118,628,000천원",전파관리활동지원(정보화),전파관리활동지원(정보화),"6,327,000천원",전파감시시설(정보화),"6,253,000천원",AI활용 미인증 기자재 온라인 모니터링 시스템 구축,"76,000천원",전파연구지원,"10,914,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조, 출연",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,118628000,77.0,B급_간접관련
,"국가, 정보통신기획평가원 등",계속사업,Y,N,N,Y,N,N,N,"국가, 정보통신기획원 등",,"415,322,000천원",우정정책연구개발,우정정책연구개발,"600,000천원",우편물류기술연구개발(R&D),"825,000천원",우정시설운영,"415,322,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,415322000,77.0,B급_간접관련
,지휘정찰무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소 등",,"20,174,392,000천원",기타경상이전수입,MS-SAR,2천원,425사업(R&D),"40,407,000천원",한국형 합동전술데이터링크체계(JTDLS) 완성형(R&D),"15,915,000천원",백두체계능력보강,2천원,전자전기(R&D),"35,550,000천원",MCRC 성능개량,"11,548,000천원",사이버전장관리체계(R&D),"2,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,20174392000,77.0,B급_간접관련
,기동화력무기체계 연구개발 활동 수행,계속사업,Y,N,N,Y,N,N,N,"국가, 국방과학연구소",,"3,686,662,000천원",대대급이하전투지휘체계,전술교량-Ⅱ Block-Ⅰ(R&D),"13,130,000천원",상륙돌격장갑차-Ⅱ(R&D),"1,000천원",장갑형의무후송차량(R&D),"52,000천원",사단급대포병탐지레이더(R&D),"7,001,000천원",차륜형장갑차 성능개량(R&D),"560,000천원",레이저폭발물제거장비(R&D),"5,880,000천원",40mm고속유탄기관총-Ⅱ(R&D),"100,000천원",155mm정밀유도포탄(R&D),"79,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,3686662000,77.0,B급_간접관련
